Item,Qty,Unit Price,Date Acquired,Job ID,Group,Runs,ME
Jump Drive Control Nexus,12,33399.00,2016-04-16,Svipul3,Ancient Salvage,,
Jump Drive Control Nexus,10,33399.00,2016-04-16,Svipul3,Ancient Salvage,,
Jump Drive Control Nexus,12,20920.00,2016-04-28,Confessor1,Ancient Salvage,,
Jump Drive Control Nexus,1,20920.00,2016-04-28,Confessor1,Ancient Salvage,,
Jump Drive Control Nexus,15,21499.97,2016-04-30,Confessor1,Ancient Salvage,,
Jump Drive Control Nexus,12,21499.97,2016-04-30,Confessor1,Ancient Salvage,,
Jump Drive Control Nexus,68,18997.00,2016-05-05,D3s1,Ancient Salvage,,
Jump Drive Control Nexus,2,20611.53,2016-05-05,D3s1,Ancient Salvage,,
Jump Drive Control Nexus,42,20611.31,2016-05-10,D3s2,Ancient Salvage,,
Jump Drive Control Nexus,2,20611.31,2016-05-10,D3s2,Ancient Salvage,,
Jump Drive Control Nexus,162,24010.00,2016-05-14,LegionHull1,Ancient Salvage,,
Jump Drive Control Nexus,13,29298.00,2016-05-15,D3s2,Ancient Salvage,,
Jump Drive Control Nexus,11,29298.00,2016-05-15,LegionHull1,Ancient Salvage,,
Jump Drive Control Nexus,1,20265.02,2016-05-17,D3s2,Ancient Salvage,,
Jump Drive Control Nexus,3,25101.81,2016-05-23,D3s2,Ancient Salvage,,
Jump Drive Control Nexus,24,20612.00,2016-06-14,D3s2,Ancient Salvage,,
Jump Drive Control Nexus,55,26661.76,2016-06-20,D3s2,Ancient Salvage,,
Jump Drive Control Nexus,44,26661.76,2016-06-20,JamguHull1,Ancient Salvage,,
Jump Drive Control Nexus,57,28537.28,2016-06-30,JamguHull1,Ancient Salvage,,
Jump Drive Control Nexus,17,28537.28,2016-06-30,JamguHull1,Ancient Salvage,,
Jump Drive Control Nexus,2,28595.02,2016-07-04,JamguHull1,Ancient Salvage,,
Jump Drive Control Nexus,4,40000.00,2016-07-04,JamguHull1,Ancient Salvage,,
Jump Drive Control Nexus,69,30210.01,2016-07-04,JamguHull1,Ancient Salvage,,
Jump Drive Control Nexus,23,30500.01,2016-07-05,JamguHull1,Ancient Salvage,,
Lanthanum Metallofullerene,1970,28900.00,2016-04-16,Svipul3,Ancient Salvage,,
Lanthanum Metallofullerene,2000,19500.00,2016-05-05,D3s1,Ancient Salvage,,
Lanthanum Metallofullerene,1397,19500.00,2016-05-05,D3s1,Ancient Salvage,,
Melted Nanoribbons,89,3483001.25,2016-03-30,Svipul1,Ancient Salvage,,
Melted Nanoribbons,1,3483001.25,2016-03-30,TenguCovert1,Ancient Salvage,,
Melted Nanoribbons,47,3202007.06,2016-04-05,TenguCovert1,Ancient Salvage,,
Melted Nanoribbons,39,3202007.06,2016-04-05,TenguCovert1,Ancient Salvage,,
Melted Nanoribbons,20,3202007.06,2016-04-05,TenguCovert1,Ancient Salvage,,
Melted Nanoribbons,18,3400000.01,2016-04-07,Svipul2,Ancient Salvage,,
Melted Nanoribbons,2,3557498.99,2016-04-07,Svipul2,Ancient Salvage,,
Melted Nanoribbons,48,3305016.36,2016-04-09,Svipul2,Ancient Salvage,,
Melted Nanoribbons,3,3350002.00,2016-04-09,Svipul2,Ancient Salvage,,
Melted Nanoribbons,83,3006000.01,2016-04-16,LegionCrystal1,Ancient Salvage,,
Melted Nanoribbons,53,3006000.01,2016-04-16,Svipul3,Ancient Salvage,,
Melted Nanoribbons,76,2937500.00,2016-04-17,LegionCrystal1,Ancient Salvage,,
Melted Nanoribbons,13,2855000.12,2016-04-28,LegionAssault1,Ancient Salvage,,
Melted Nanoribbons,49,2920500.50,2016-04-28,LegionAssault1,Ancient Salvage,,
Melted Nanoribbons,27,2920500.50,2016-04-28,LegionAssault1,Ancient Salvage,,
Melted Nanoribbons,40,2993995.00,2016-04-30,Confessor1,Ancient Salvage,,
Melted Nanoribbons,31,2993995.00,2016-04-30,Confessor1,Ancient Salvage,,
Melted Nanoribbons,89,2942998.52,2016-05-05,D3s1,Ancient Salvage,,
Melted Nanoribbons,207,2670000.00,2016-05-08,LegionEng1,Ancient Salvage,,
Melted Nanoribbons,59,2670001.00,2016-05-08,LegionEng1,Ancient Salvage,,
Melted Nanoribbons,195,2574098.35,2016-05-10,LegionElec1,Ancient Salvage,,
Melted Nanoribbons,56,2574098.35,2016-05-10,LegionElec1,Ancient Salvage,,
Melted Nanoribbons,15,2574098.35,2016-05-10,LegionElec1,Ancient Salvage,,
Melted Nanoribbons,24,2540005.28,2016-05-14,LegionHull1,Ancient Salvage,,
Melted Nanoribbons,9,2651799.91,2016-05-15,JamguSubs1,Ancient Salvage,,
Melted Nanoribbons,162,2651799.91,2016-05-15,LegionHull1,Ancient Salvage,,
Melted Nanoribbons,19,2551832.84,2016-05-17,LegionDO1,Ancient Salvage,,
Melted Nanoribbons,15,2551832.84,2016-05-17,LegionDO1,Ancient Salvage,,
Melted Nanoribbons,31,2670842.78,2016-05-23,LegionDO1,Ancient Salvage,,
Melted Nanoribbons,100,2699999.97,2016-05-23,LegionDO1,Ancient Salvage,,
Melted Nanoribbons,41,2699999.97,2016-05-23,LegionDO1,Ancient Salvage,,
Melted Nanoribbons,24,2699999.97,2016-05-23,LegionDO1,Ancient Salvage,,
Melted Nanoribbons,15,2699999.97,2016-05-23,LegionDO1,Ancient Salvage,,
Melted Nanoribbons,11,2699999.97,2016-05-23,LegionDO1,Ancient Salvage,,
Melted Nanoribbons,10,2699999.97,2016-05-23,LegionDO1,Ancient Salvage,,
Melted Nanoribbons,171,2574098.00,2016-06-14,LegionProp1,Ancient Salvage,,
Melted Nanoribbons,95,3025001.01,2016-06-14,LegionProp1,Ancient Salvage,,
Melted Nanoribbons,177,2655250.01,2016-06-20,D3s2,Ancient Salvage,,
Melted Nanoribbons,143,2655250.01,2016-06-20,JamguSubs1,Ancient Salvage,,
Melted Nanoribbons,96,2843224.60,2016-06-30,JamguSubs1,Ancient Salvage,,
Melted Nanoribbons,83,2843224.60,2016-06-30,JamguSubs2,Ancient Salvage,,
Melted Nanoribbons,98,2843224.60,2016-06-30,JamguSubs2,Ancient Salvage,,
Melted Nanoribbons,10,3011012.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Melted Nanoribbons,39,3013100.02,2016-07-03,JamguSubs2,Ancient Salvage,,
Melted Nanoribbons,6,2865021.42,2016-07-04,JamguHull1,Ancient Salvage,,
Melted Nanoribbons,31,3000000.00,2016-07-04,JamguHull1,Ancient Salvage,,
Melted Nanoribbons,19,3013128.02,2016-07-04,JamguSubs2,Ancient Salvage,,
Melted Nanoribbons,2,3013128.02,2016-07-04,JamguSubs2,Ancient Salvage,,
Melted Nanoribbons,1,3170000.00,2016-07-04,JamguSubs2,Ancient Salvage,,
Melted Nanoribbons,58,3170000.00,2016-07-04,JamguSubs2,Ancient Salvage,,
Melted Nanoribbons,14,3197998.73,2016-07-04,JamguSubs2,Ancient Salvage,,
Melted Nanoribbons,18,3197998.73,2016-07-04,JamguSubs2,Ancient Salvage,,
Melted Nanoribbons,29,3197998.73,2016-07-04,JamguSubs2,Ancient Salvage,,
Melted Nanoribbons,229,3111001.22,2016-07-08,JamguHull1,Ancient Salvage,,
Methanofullerene,1588,15386.00,2016-04-16,Svipul3,Ancient Salvage,,
Methanofullerene,2000,13747.38,2016-05-05,D3s1,Ancient Salvage,,
Methanofullerene,646,13747.38,2016-05-05,D3s1,Ancient Salvage,,
Modified Fluid Router,1631,47019.05,2016-03-30,Svipul1,Ancient Salvage,,
Modified Fluid Router,14,47019.05,2016-03-30,Svipul1,Ancient Salvage,,
Modified Fluid Router,29,47019.05,2016-03-30,TenguCovert1,Ancient Salvage,,
Modified Fluid Router,434,46011.10,2016-04-05,TenguCovert1,Ancient Salvage,,
Modified Fluid Router,190,46011.10,2016-04-05,TenguCovert1,Ancient Salvage,,
Modified Fluid Router,169,46011.10,2016-04-05,TenguCovert1,Ancient Salvage,,
Modified Fluid Router,154,46045.19,2016-04-07,Svipul2,Ancient Salvage,,
Modified Fluid Router,2,55489.96,2016-04-07,Svipul2,Ancient Salvage,,
Modified Fluid Router,83,46061.06,2016-04-09,Svipul2,Ancient Salvage,,
Modified Fluid Router,855,46997.58,2016-04-09,Svipul2,Ancient Salvage,,
Modified Fluid Router,104,46997.58,2016-04-09,Svipul2,Ancient Salvage,,
Modified Fluid Router,22,46997.58,2016-04-09,Svipul2,Ancient Salvage,,
Modified Fluid Router,19,46997.58,2016-04-09,Svipul2,Ancient Salvage,,
Modified Fluid Router,78,49995.71,2016-04-09,Svipul2,Ancient Salvage,,
Modified Fluid Router,26,49995.71,2016-04-09,Svipul2,Ancient Salvage,,
Modified Fluid Router,23,46057.00,2016-04-16,Svipul3,Ancient Salvage,,
Modified Fluid Router,951,46206.35,2016-04-16,Svipul3,Ancient Salvage,,
Modified Fluid Router,1007,48287.89,2016-04-17,LegionCrystal1,Ancient Salvage,,
Modified Fluid Router,434,37170.00,2016-04-28,LegionAssault1,Ancient Salvage,,
Modified Fluid Router,156,37170.00,2016-04-28,LegionAssault1,Ancient Salvage,,
Modified Fluid Router,20,41898.90,2016-04-28,LegionAssault1,Ancient Salvage,,
Modified Fluid Router,1113,39898.95,2016-04-30,Confessor1,Ancient Salvage,,
Modified Fluid Router,97,35001.81,2016-05-05,D3s1,Ancient Salvage,,
Modified Fluid Router,1477,40898.89,2016-05-05,D3s1,Ancient Salvage,,
Modified Fluid Router,1794,35502.00,2016-05-08,LegionEng1,Ancient Salvage,,
Modified Fluid Router,1219,32104.01,2016-05-10,LegionElec1,Ancient Salvage,,
Modified Fluid Router,419,32104.01,2016-05-10,LegionElec1,Ancient Salvage,,
Modified Fluid Router,165,32104.01,2016-05-10,LegionElec1,Ancient Salvage,,
Modified Fluid Router,27,28088.84,2016-05-14,JamguSubs1,Ancient Salvage,,
Modified Fluid Router,2039,28088.84,2016-05-14,LegionHull1,Ancient Salvage,,
Modified Fluid Router,247,36000.07,2016-05-17,LegionDO1,Ancient Salvage,,
Modified Fluid Router,224,36000.07,2016-05-17,LegionDO1,Ancient Salvage,,
Modified Fluid Router,249,42600.21,2016-05-23,LegionDO1,Ancient Salvage,,
Modified Fluid Router,575,54947.71,2016-05-23,LegionDO1,Ancient Salvage,,
Modified Fluid Router,253,54947.71,2016-05-23,LegionDO1,Ancient Salvage,,
Modified Fluid Router,125,54947.71,2016-05-23,LegionDO1,Ancient Salvage,,
Modified Fluid Router,68,54947.71,2016-05-23,LegionDO1,Ancient Salvage,,
Modified Fluid Router,14,37051.91,2016-06-10,D3s2,Ancient Salvage,,
Modified Fluid Router,1617,39003.21,2016-06-14,LegionProp1,Ancient Salvage,,
Modified Fluid Router,151,39003.21,2016-06-14,LegionProp1,Ancient Salvage,,
Modified Fluid Router,3270,33539.83,2016-06-20,D3s2,Ancient Salvage,,
Modified Fluid Router,307,33539.83,2016-06-20,JamguSubs1,Ancient Salvage,,
Modified Fluid Router,1354,39720.01,2016-06-30,JamguSubs1,Ancient Salvage,,
Modified Fluid Router,184,39720.01,2016-06-30,JamguSubs2,Ancient Salvage,,
Modified Fluid Router,730,39720.01,2016-06-30,JamguSubs2,Ancient Salvage,,
Modified Fluid Router,556,42509.33,2016-07-02,JamguSubs2,Ancient Salvage,,
Modified Fluid Router,73,42509.33,2016-07-02,JamguSubs2,Ancient Salvage,,
Modified Fluid Router,77,42509.33,2016-07-02,JamguSubs2,Ancient Salvage,,
Modified Fluid Router,183,42509.33,2016-07-02,JamguSubs2,Ancient Salvage,,
Modified Fluid Router,18,42509.33,2016-07-02,JamguSubs2,Ancient Salvage,,
Modified Fluid Router,289,42509.33,2016-07-02,JamguSubs2,Ancient Salvage,,
Modified Fluid Router,460,42509.33,2016-07-02,JamguSubs2,Ancient Salvage,,
Modified Fluid Router,65,40451.36,2016-07-04,JamguHull1,Ancient Salvage,,
Modified Fluid Router,384,52000.00,2016-07-04,JamguHull1,Ancient Salvage,,
Modified Fluid Router,1,53000.00,2016-07-04,JamguHull1,Ancient Salvage,,
Modified Fluid Router,1800,42870.00,2016-07-04,JamguHull1,Ancient Salvage,,
Modified Fluid Router,754,42870.01,2016-07-04,JamguHull1,Ancient Salvage,,
Modified Fluid Router,87,42901.26,2016-07-05,JamguHull1,Ancient Salvage,,
Neurovisual Input Matrix,1786,1515.03,2016-03-30,Svipul1,Ancient Salvage,,
Neurovisual Input Matrix,20,1515.03,2016-03-30,Svipul1,Ancient Salvage,,
Neurovisual Input Matrix,1856,1600.00,2016-03-30,Svipul1,Ancient Salvage,,
Neurovisual Input Matrix,73,1600.00,2016-03-30,TenguCovert1,Ancient Salvage,,
Neurovisual Input Matrix,944,2860.13,2016-04-05,TenguCovert1,Ancient Salvage,,
Neurovisual Input Matrix,25,2860.13,2016-04-05,TenguCovert1,Ancient Salvage,,
Neurovisual Input Matrix,21,2872.06,2016-04-07,Svipul2,Ancient Salvage,,
Neurovisual Input Matrix,13,3759.99,2016-04-07,Svipul2,Ancient Salvage,,
Neurovisual Input Matrix,8,3260.20,2016-04-09,Svipul2,Ancient Salvage,,
Neurovisual Input Matrix,2832,4000.00,2016-04-09,Svipul2,Ancient Salvage,,
Neurovisual Input Matrix,3,4000.00,2016-04-09,Svipul2,Ancient Salvage,,
Neurovisual Input Matrix,1008,2164.15,2016-04-16,Svipul3,Ancient Salvage,,
Neurovisual Input Matrix,1084,2922.00,2016-04-16,Svipul3,Ancient Salvage,,
Neurovisual Input Matrix,1562,2898.98,2016-04-17,LegionCrystal1,Ancient Salvage,,
Neurovisual Input Matrix,58,900.00,2016-04-28,Confessor1,Ancient Salvage,,
Neurovisual Input Matrix,30,900.00,2016-04-28,Confessor1,Ancient Salvage,,
Neurovisual Input Matrix,522,900.00,2016-04-28,LegionAssault1,Ancient Salvage,,
Neurovisual Input Matrix,2222,1894.60,2016-04-30,Confessor1,Ancient Salvage,,
Neurovisual Input Matrix,303,1894.60,2016-04-30,Confessor1,Ancient Salvage,,
Neurovisual Input Matrix,3086,1146.00,2016-05-05,D3s1,Ancient Salvage,,
Neurovisual Input Matrix,307,1146.00,2016-05-05,D3s1,Ancient Salvage,,
Neurovisual Input Matrix,137,1175.33,2016-05-05,D3s1,Ancient Salvage,,
Neurovisual Input Matrix,1452,727.00,2016-05-08,LegionEng1,Ancient Salvage,,
Neurovisual Input Matrix,1151,1174.00,2016-05-08,LegionEng1,Ancient Salvage,,
Neurovisual Input Matrix,1736,840.67,2016-05-10,LegionElec1,Ancient Salvage,,
Neurovisual Input Matrix,807,840.67,2016-05-10,LegionElec1,Ancient Salvage,,
Neurovisual Input Matrix,60,840.67,2016-05-10,LegionElec1,Ancient Salvage,,
Neurovisual Input Matrix,353,821.11,2016-05-14,LegionHull1,Ancient Salvage,,
Neurovisual Input Matrix,242,999.96,2016-05-15,JamguSubs1,Ancient Salvage,,
Neurovisual Input Matrix,2924,999.96,2016-05-15,LegionHull1,Ancient Salvage,,
Neurovisual Input Matrix,918,999.96,2016-05-15,LegionHull1,Ancient Salvage,,
Neurovisual Input Matrix,159,837.84,2016-05-17,LegionDO1,Ancient Salvage,,
Neurovisual Input Matrix,35,837.84,2016-05-17,LegionDO1,Ancient Salvage,,
Neurovisual Input Matrix,99,1206.01,2016-05-23,LegionDO1,Ancient Salvage,,
Neurovisual Input Matrix,2244,2379.96,2016-05-23,LegionDO1,Ancient Salvage,,
Neurovisual Input Matrix,32,2379.96,2016-05-23,LegionDO1,Ancient Salvage,,
Neurovisual Input Matrix,26,2379.96,2016-05-23,LegionDO1,Ancient Salvage,,
Neurovisual Input Matrix,7,2379.96,2016-05-23,LegionDO1,Ancient Salvage,,
Neurovisual Input Matrix,1,2379.96,2016-05-23,LegionDO1,Ancient Salvage,,
Neurovisual Input Matrix,1516,888.00,2016-06-14,D3s2,Ancient Salvage,,
Neurovisual Input Matrix,2568,888.00,2016-06-14,LegionProp1,Ancient Salvage,,
Neurovisual Input Matrix,3095,869.26,2016-06-20,D3s2,Ancient Salvage,,
Neurovisual Input Matrix,2441,1000.00,2016-06-21,D3s2,Ancient Salvage,,
Neurovisual Input Matrix,5,1000.00,2016-06-21,D3s2,Ancient Salvage,,
Neurovisual Input Matrix,1705,824.62,2016-06-30,JamguSubs1,Ancient Salvage,,
Neurovisual Input Matrix,1304,824.62,2016-06-30,JamguSubs2,Ancient Salvage,,
Neurovisual Input Matrix,171,1199.97,2016-07-01,JamguSubs1,Ancient Salvage,,
Neurovisual Input Matrix,104,898.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Neurovisual Input Matrix,110,898.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Neurovisual Input Matrix,144,898.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Neurovisual Input Matrix,359,898.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Neurovisual Input Matrix,891,898.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Neurovisual Input Matrix,34,896.19,2016-07-02,JamguSubs2,Ancient Salvage,,
Neurovisual Input Matrix,57,898.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Neurovisual Input Matrix,640,898.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Neurovisual Input Matrix,237,863.55,2016-07-04,JamguHull1,Ancient Salvage,,
Neurovisual Input Matrix,44,910.07,2016-07-04,JamguHull1,Ancient Salvage,,
Neurovisual Input Matrix,1998,951.01,2016-07-05,JamguHull1,Ancient Salvage,,
Neurovisual Input Matrix,2317,976.35,2016-07-08,JamguHull1,Ancient Salvage,,
Neurovisual Input Matrix,54,1150.00,2016-07-08,JamguHull1,Ancient Salvage,,
Neurovisual Input Matrix,2231,1957.91,2016-07-08,JamguHull1,Ancient Salvage,,
Powdered C-540 Graphite,658,3412.62,2016-03-30,Svipul1,Ancient Salvage,,
Powdered C-540 Graphite,8,3412.62,2016-03-30,Svipul1,Ancient Salvage,,
Powdered C-540 Graphite,9,3412.62,2016-03-30,TenguCovert1,Ancient Salvage,,
Powdered C-540 Graphite,256,3500.03,2016-04-05,TenguCovert1,Ancient Salvage,,
Powdered C-540 Graphite,130,3500.03,2016-04-05,TenguCovert1,Ancient Salvage,,
Powdered C-540 Graphite,100,3500.03,2016-04-05,TenguCovert1,Ancient Salvage,,
Powdered C-540 Graphite,97,4303.63,2016-04-07,Svipul2,Ancient Salvage,,
Powdered C-540 Graphite,13,6592.49,2016-04-07,Svipul2,Ancient Salvage,,
Powdered C-540 Graphite,47,4334.01,2016-04-09,Svipul2,Ancient Salvage,,
Powdered C-540 Graphite,360,4448.57,2016-04-09,Svipul2,Ancient Salvage,,
Powdered C-540 Graphite,11,4448.57,2016-04-09,Svipul2,Ancient Salvage,,
Powdered C-540 Graphite,4,4448.57,2016-04-09,Svipul2,Ancient Salvage,,
Powdered C-540 Graphite,90,3102.00,2016-04-16,LegionCrystal1,Ancient Salvage,,
Powdered C-540 Graphite,398,3102.00,2016-04-16,Svipul3,Ancient Salvage,,
Powdered C-540 Graphite,502,3449.98,2016-04-17,LegionCrystal1,Ancient Salvage,,
Powdered C-540 Graphite,249,2489.05,2016-04-28,LegionAssault1,Ancient Salvage,,
Powdered C-540 Graphite,91,2489.05,2016-04-28,LegionAssault1,Ancient Salvage,,
Powdered C-540 Graphite,59,3199.00,2016-04-28,LegionAssault1,Ancient Salvage,,
Powdered C-540 Graphite,427,2696.90,2016-04-30,Confessor1,Ancient Salvage,,
Powdered C-540 Graphite,14,2367.48,2016-05-05,D3s1,Ancient Salvage,,
Powdered C-540 Graphite,652,2487.60,2016-05-05,D3s1,Ancient Salvage,,
Powdered C-540 Graphite,1087,2367.00,2016-05-08,LegionEng1,Ancient Salvage,,
Powdered C-540 Graphite,640,1785.95,2016-05-10,LegionElec1,Ancient Salvage,,
Powdered C-540 Graphite,79,1785.95,2016-05-10,LegionElec1,Ancient Salvage,,
Powdered C-540 Graphite,351,1785.95,2016-05-10,LegionElec1,Ancient Salvage,,
Powdered C-540 Graphite,18,1801.26,2016-05-14,JamguSubs1,Ancient Salvage,,
Powdered C-540 Graphite,389,1801.26,2016-05-14,LegionHull1,Ancient Salvage,,
Powdered C-540 Graphite,161,1806.07,2016-05-17,LegionDO1,Ancient Salvage,,
Powdered C-540 Graphite,141,1806.07,2016-05-17,LegionDO1,Ancient Salvage,,
Powdered C-540 Graphite,197,1920.99,2016-05-23,LegionDO1,Ancient Salvage,,
Powdered C-540 Graphite,571,2097.90,2016-05-23,LegionDO1,Ancient Salvage,,
Powdered C-540 Graphite,1043,2184.16,2016-06-14,LegionProp1,Ancient Salvage,,
Powdered C-540 Graphite,1326,2115.65,2016-06-20,D3s2,Ancient Salvage,,
Powdered C-540 Graphite,125,2115.65,2016-06-20,JamguSubs1,Ancient Salvage,,
Powdered C-540 Graphite,828,2376.20,2016-06-30,JamguSubs1,Ancient Salvage,,
Powdered C-540 Graphite,457,2376.20,2016-06-30,JamguSubs2,Ancient Salvage,,
Powdered C-540 Graphite,46,2999.00,2016-07-01,JamguSubs1,Ancient Salvage,,
Powdered C-540 Graphite,231,2506.73,2016-07-02,JamguSubs2,Ancient Salvage,,
Powdered C-540 Graphite,30,2505.31,2016-07-02,JamguSubs2,Ancient Salvage,,
Powdered C-540 Graphite,96,2505.31,2016-07-02,JamguSubs2,Ancient Salvage,,
Powdered C-540 Graphite,635,2506.73,2016-07-02,JamguSubs2,Ancient Salvage,,
Powdered C-540 Graphite,80,2506.73,2016-07-02,JamguSubs2,Ancient Salvage,,
Powdered C-540 Graphite,56,2389.25,2016-07-04,JamguHull1,Ancient Salvage,,
Powdered C-540 Graphite,260,2500.00,2016-07-04,JamguHull1,Ancient Salvage,,
Powdered C-540 Graphite,190,2515.06,2016-07-04,JamguHull1,Ancient Salvage,,
Powdered C-540 Graphite,334,2515.07,2016-07-04,JamguHull1,Ancient Salvage,,
PPD Fullerene Fibers,1529,10998.99,2016-05-05,D3s1,Ancient Salvage,,
PPD Fullerene Fibers,794,10998.99,2016-05-05,D3s1,Ancient Salvage,,
Resonance Calibration Matrix,155,20161.53,2016-03-30,Svipul1,Ancient Salvage,,
Resonance Calibration Matrix,22,22979.00,2016-03-30,Svipul1,Ancient Salvage,,
Resonance Calibration Matrix,3,22979.00,2016-03-30,Svipul2,Ancient Salvage,,
Resonance Calibration Matrix,42,18881.02,2016-04-07,Svipul2,Ancient Salvage,,
Resonance Calibration Matrix,2,18886.00,2016-04-09,Svipul2,Ancient Salvage,,
Resonance Calibration Matrix,94,22500.00,2016-04-09,Svipul2,Ancient Salvage,,
Resonance Calibration Matrix,1,22500.00,2016-04-09,Svipul2,Ancient Salvage,,
Resonance Calibration Matrix,55,18912.02,2016-04-16,Svipul3,Ancient Salvage,,
Resonance Calibration Matrix,51,20981.00,2016-04-16,Svipul3,Ancient Salvage,,
Resonance Calibration Matrix,27,18108.15,2016-04-28,Confessor1,Ancient Salvage,,
Resonance Calibration Matrix,6,18108.15,2016-04-28,Confessor1,Ancient Salvage,,
Resonance Calibration Matrix,35,20884.99,2016-04-30,Confessor1,Ancient Salvage,,
Resonance Calibration Matrix,3,20884.99,2016-04-30,Confessor1,Ancient Salvage,,
Resonance Calibration Matrix,177,17996.90,2016-05-05,D3s1,Ancient Salvage,,
Resonance Calibration Matrix,61,7831.66,2016-05-10,LegionProp1,Ancient Salvage,,
Resonance Calibration Matrix,3,7831.66,2016-05-10,LegionProp1,Ancient Salvage,,
Resonance Calibration Matrix,7,8587.61,2016-05-17,LegionProp1,Ancient Salvage,,
Resonance Calibration Matrix,5,8587.61,2016-05-17,LegionProp1,Ancient Salvage,,
Resonance Calibration Matrix,5,18012.04,2016-05-23,LegionProp1,Ancient Salvage,,
Resonance Calibration Matrix,8,28433.68,2016-06-14,LegionProp1,Ancient Salvage,,
Resonance Calibration Matrix,35,28433.68,2016-06-14,LegionProp1,Ancient Salvage,,
Resonance Calibration Matrix,1041,28436.53,2016-06-14,LegionProp1,Ancient Salvage,,
Resonance Calibration Matrix,309,27175.19,2016-06-20,D3s2,Ancient Salvage,,
Resonance Calibration Matrix,44,35198.00,2016-06-21,D3s2,Ancient Salvage,,
Resonance Calibration Matrix,138,27784.69,2016-06-30,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,79,27784.69,2016-06-30,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,10,29402.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,10,29402.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,25,29402.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,37,29402.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,76,29402.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,7,29402.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,1,29401.08,2016-07-02,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,7,29401.08,2016-07-02,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,5,29402.01,2016-07-02,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,10,29401.08,2016-07-02,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,3,29402.08,2016-07-03,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,78,29402.08,2016-07-03,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,16,29402.08,2016-07-03,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,1,29402.08,2016-07-03,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,23,29402.08,2016-07-03,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,39,29402.08,2016-07-03,JamguSubs2,Ancient Salvage,,
Resonance Calibration Matrix,10,28072.51,2016-07-04,JamguHull1,Ancient Salvage,,
Resonance Calibration Matrix,15,35000.00,2016-07-04,JamguHull1,Ancient Salvage,,
Resonance Calibration Matrix,48,29570.03,2016-07-04,JamguHull1,Ancient Salvage,,
Resonance Calibration Matrix,33,29570.04,2016-07-04,JamguHull1,Ancient Salvage,,
Scandium Metallofullerene,2421,20898.99,2016-04-28,LegionAssault1,Ancient Salvage,,
Scandium Metallofullerene,1955,17988.99,2016-05-05,D3s1,Ancient Salvage,,
Scandium Metallofullerene,713,17988.99,2016-05-05,D3s1,Ancient Salvage,,
Scandium Metallofullerene,244,17988.99,2016-05-05,D3s1,Ancient Salvage,,
Thermoelectric Catalysts,56,35460.67,2016-03-30,Svipul1,Ancient Salvage,,
Thermoelectric Catalysts,8,36700.05,2016-03-30,Svipul1,Ancient Salvage,,
Thermoelectric Catalysts,16,43999.00,2016-03-30,Svipul1,Ancient Salvage,,
Thermoelectric Catalysts,22,36807.04,2016-04-07,Svipul2,Ancient Salvage,,
Thermoelectric Catalysts,38,39998.99,2016-04-09,Svipul2,Ancient Salvage,,
Thermoelectric Catalysts,20,32303.99,2016-04-16,Svipul3,Ancient Salvage,,
Thermoelectric Catalysts,20,38990.00,2016-04-16,Svipul3,Ancient Salvage,,
Thermoelectric Catalysts,16,33370.00,2016-04-28,Confessor1,Ancient Salvage,,
Thermoelectric Catalysts,14,35992.42,2016-04-30,Confessor1,Ancient Salvage,,
Thermoelectric Catalysts,10,35992.42,2016-04-30,Confessor1,Ancient Salvage,,
Thermoelectric Catalysts,4,33325.51,2016-05-05,D3s1,Ancient Salvage,,
Thermoelectric Catalysts,66,41895.00,2016-05-05,D3s1,Ancient Salvage,,
Thermoelectric Catalysts,38,32300.00,2016-05-10,D3s2,Ancient Salvage,,
Thermoelectric Catalysts,1,32300.00,2016-05-10,D3s2,Ancient Salvage,,
Thermoelectric Catalysts,13,32001.02,2016-05-15,D3s2,Ancient Salvage,,
